LeaderID,ObsID,CountryCode,StartDate,EndDate,Year,TenureStart,TenureEnd,LeftOffice,Age,Female,LatinAm,Europe,Africa,Asia,MidEast
A2.5-1,USA-1869,2,04mar1869,31dec1869,1869,1,2,0,47,0,0,0,0,0,0
A2.5-1,USA-1869,2,01jan1870,31dec1870,1870,2,3,0,48,0,0,0,0,0,0
A2.5-1,USA-1869,2,01jan1871,31dec1871,1871,3,4,0,49,0,0,0,0,0,0
A2.5-1,USA-1869,2,01jan1872,31dec1872,1872,4,5,0,50,0,0,0,0,0,0
A2.5-1,USA-1869,2,01jan1873,31dec1873,1873,5,6,0,51,0,0,0,0,0,0
A2.5-1,USA-1869,2,01jan1874,31dec1874,1874,6,7,0,52,0,0,0,0,0,0
A2.5-1,USA-1869,2,01jan1875,31dec1875,1875,7,8,0,53,0,0,0,0,0,0
A2.5-1,USA-1869,2,01jan1876,31dec1876,1876,8,9,0,54,0,0,0,0,0,0
A2.5-1,USA-1869,2,01jan1877,04mar1877,1877,8,9,1,55,0,0,0,0,0,0
A2.5-4,USA-1877,2,04mar1877,31dec1877,1877,1,2,0,55,0,0,0,0,0,0
A2.5-4,USA-1877,2,01jan1878,31dec1878,1878,2,3,0,56,0,0,0,0,0,0
A2.5-4,USA-1877,2,01jan1879,31dec1879,1879,3,4,0,57,0,0,0,0,0,0
A2.5-4,USA-1877,2,01jan1880,31dec1880,1880,4,5,0,58,0,0,0,0,0,0
A2.5-4,USA-1877,2,01jan1881,04mar1881,1881,4,5,1,59,0,0,0,0,0,0
A2.5-7,USA-1881-1,2,04mar1881,19sep1881,1881,1,2,1,50,0,0,0,0,0,0
A2.5-10,USA-1881-2,2,19sep1881,31dec1881,1881,0,1,0,52,0,0,0,0,0,0
A2.5-10,USA-1881-2,2,01jan1882,31dec1882,1882,1,2,0,53,0,0,0,0,0,0
A2.5-10,USA-1881-2,2,01jan1883,31dec1883,1883,2,3,0,54,0,0,0,0,0,0
A2.5-10,USA-1881-2,2,01jan1884,31dec1884,1884,3,4,0,55,0,0,0,0,0,0
A2.5-13,USA-1885,2,04mar1885,31dec1885,1885,1,2,0,48,0,0,0,0,0,0
A2.5-10,USA-1881-2,2,01jan1885,04mar1885,1885,3,4,1,56,0,0,0,0,0,0
A2.5-13,USA-1885,2,01jan1886,31dec1886,1886,2,3,0,49,0,0,0,0,0,0
A2.5-13,USA-1885,2,01jan1887,31dec1887,1887,3,4,0,50,0,0,0,0,0,0
A2.5-13,USA-1885,2,01jan1888,31dec1888,1888,4,5,0,51,0,0,0,0,0,0
A2.5-13,USA-1885,2,01jan1889,04mar1889,1889,4,5,1,52,0,0,0,0,0,0
A2.5-16,USA-1889,2,04mar1889,31dec1889,1889,1,2,0,56,0,0,0,0,0,0
A2.5-16,USA-1889,2,01jan1890,31dec1890,1890,2,3,0,57,0,0,0,0,0,0
A2.5-16,USA-1889,2,01jan1891,31dec1891,1891,3,4,0,58,0,0,0,0,0,0
A2.5-16,USA-1889,2,01jan1892,31dec1892,1892,4,5,0,59,0,0,0,0,0,0
A2.5-16,USA-1889,2,01jan1893,04mar1893,1893,4,5,1,60,0,0,0,0,0,0
A2.5-19,USA-1893,2,04mar1893,31dec1893,1893,1,2,0,56,0,0,0,0,0,0
A2.5-19,USA-1893,2,01jan1894,31dec1894,1894,2,3,0,57,0,0,0,0,0,0
A2.5-19,USA-1893,2,01jan1895,31dec1895,1895,3,4,0,58,0,0,0,0,0,0
A2.5-19,USA-1893,2,01jan1896,31dec1896,1896,4,5,0,59,0,0,0,0,0,0
A2.5-22,USA-1897,2,04mar1897,31dec1897,1897,1,2,0,54,0,0,0,0,0,0
A2.5-19,USA-1893,2,01jan1897,04mar1897,1897,4,5,1,60,0,0,0,0,0,0
A2.5-22,USA-1897,2,01jan1898,31dec1898,1898,2,3,0,55,0,0,0,0,0,0
A2.5-22,USA-1897,2,01jan1899,31dec1899,1899,3,4,0,56,0,0,0,0,0,0
A2.5-22,USA-1897,2,1-Jan-00,31-Dec-00,1900,4,5,0,57,0,0,0,0,0,0
A2.5-22,USA-1897,2,1-Jan-01,14-Sep-01,1901,5,6,1,58,0,0,0,0,0,0
A2.5-25,USA-1901,2,14-Sep-01,31-Dec-01,1901,0,1,0,43,0,0,0,0,0,0
A2.5-25,USA-1901,2,1-Jan-02,31-Dec-02,1902,1,2,0,44,0,0,0,0,0,0
A2.5-25,USA-1901,2,1-Jan-03,31-Dec-03,1903,2,3,0,45,0,0,0,0,0,0
A2.5-25,USA-1901,2,1-Jan-04,31-Dec-04,1904,3,4,0,46,0,0,0,0,0,0
A2.5-25,USA-1901,2,1-Jan-05,31-Dec-05,1905,4,5,0,47,0,0,0,0,0,0
A2.5-25,USA-1901,2,1-Jan-06,31-Dec-06,1906,5,6,0,48,0,0,0,0,0,0
A2.5-25,USA-1901,2,1-Jan-07,31-Dec-07,1907,6,7,0,49,0,0,0,0,0,0
A2.5-25,USA-1901,2,1-Jan-08,31-Dec-08,1908,7,8,0,50,0,0,0,0,0,0
A2.5-25,USA-1901,2,1-Jan-09,4-Mar-09,1909,7,8,1,51,0,0,0,0,0,0
A2.5-28,USA-1909,2,4-Mar-09,31-Dec-09,1909,1,2,0,52,0,0,0,0,0,0
A2.5-28,USA-1909,2,1-Jan-10,31-Dec-10,1910,2,3,0,53,0,0,0,0,0,0
A2.5-28,USA-1909,2,1-Jan-11,31-Dec-11,1911,3,4,0,54,0,0,0,0,0,0
A2.5-28,USA-1909,2,1-Jan-12,31-Dec-12,1912,4,5,0,55,0,0,0,0,0,0
A2.5-28,USA-1909,2,1-Jan-13,4-Mar-13,1913,4,5,1,56,0,0,0,0,0,0
A2.5-31,USA-1913,2,4-Mar-13,31-Dec-13,1913,1,2,0,57,0,0,0,0,0,0
A2.5-31,USA-1913,2,1-Jan-14,31-Dec-14,1914,2,3,0,58,0,0,0,0,0,0
A2.5-31,USA-1913,2,1-Jan-15,31-Dec-15,1915,3,4,0,59,0,0,0,0,0,0
A2.5-31,USA-1913,2,1-Jan-16,31-Dec-16,1916,4,5,0,60,0,0,0,0,0,0
A2.5-31,USA-1913,2,1-Jan-17,31-Dec-17,1917,5,6,0,61,0,0,0,0,0,0
A2.5-31,USA-1913,2,1-Jan-18,31-Dec-18,1918,6,7,0,62,0,0,0,0,0,0
A2.5-31,USA-1913,2,1-Jan-19,31-Dec-19,1919,7,8,0,63,0,0,0,0,0,0
A2.5-31,USA-1913,2,1-Jan-20,31-Dec-20,1920,8,9,0,64,0,0,0,0,0,0
A2.5-31,USA-1913,2,1-Jan-21,4-Mar-21,1921,8,9,1,65,0,0,0,0,0,0
A2.5-34,USA-1921,2,4-Mar-21,31-Dec-21,1921,1,2,0,56,0,0,0,0,0,0
A2.5-34,USA-1921,2,1-Jan-22,31-Dec-22,1922,2,3,0,57,0,0,0,0,0,0
A2.5-37,USA-1923,2,3-Aug-23,31-Dec-23,1923,0,1,0,51,0,0,0,0,0,0
A2.5-34,USA-1921,2,1-Jan-23,3-Aug-23,1923,2,3,1,58,0,0,0,0,0,0
A2.5-37,USA-1923,2,1-Jan-24,31-Dec-24,1924,1,2,0,52,0,0,0,0,0,0
A2.5-37,USA-1923,2,1-Jan-25,31-Dec-25,1925,2,3,0,53,0,0,0,0,0,0
A2.5-37,USA-1923,2,1-Jan-26,31-Dec-26,1926,3,4,0,54,0,0,0,0,0,0
A2.5-37,USA-1923,2,1-Jan-27,31-Dec-27,1927,4,5,0,55,0,0,0,0,0,0
A2.5-37,USA-1923,2,1-Jan-28,31-Dec-28,1928,5,6,0,56,0,0,0,0,0,0
A2.5-37,USA-1923,2,1-Jan-29,4-Mar-29,1929,6,7,1,57,0,0,0,0,0,0
A2.5-40,USA-1929,2,4-Mar-29,31-Dec-29,1929,1,2,0,55,0,0,0,0,0,0
A2.5-40,USA-1929,2,1-Jan-30,31-Dec-30,1930,2,3,0,56,0,0,0,0,0,0
A2.5-40,USA-1929,2,1-Jan-31,31-Dec-31,1931,3,4,0,57,0,0,0,0,0,0
A2.5-40,USA-1929,2,1-Jan-32,31-Dec-32,1932,4,5,0,58,0,0,0,0,0,0
A2.5-40,USA-1929,2,1-Jan-33,4-Mar-33,1933,4,5,1,59,0,0,0,0,0,0
A2.5-43,USA-1933,2,4-Mar-33,31-Dec-33,1933,1,2,0,51,0,0,0,0,0,0
A2.5-43,USA-1933,2,1-Jan-34,31-Dec-34,1934,2,3,0,52,0,0,0,0,0,0
A2.5-43,USA-1933,2,1-Jan-35,31-Dec-35,1935,3,4,0,53,0,0,0,0,0,0
A2.5-43,USA-1933,2,1-Jan-36,31-Dec-36,1936,4,5,0,54,0,0,0,0,0,0
A2.5-43,USA-1933,2,1-Jan-37,31-Dec-37,1937,5,6,0,55,0,0,0,0,0,0
A2.5-43,USA-1933,2,1-Jan-38,31-Dec-38,1938,6,7,0,56,0,0,0,0,0,0
A2.5-43,USA-1933,2,1-Jan-39,31-Dec-39,1939,7,8,0,57,0,0,0,0,0,0
A2.5-43,USA-1933,2,1-Jan-40,31-Dec-40,1940,8,9,0,58,0,0,0,0,0,0
A2.5-43,USA-1933,2,1-Jan-41,31-Dec-41,1941,9,10,0,59,0,0,0,0,0,0
A2.5-43,USA-1933,2,1-Jan-42,31-Dec-42,1942,10,11,0,60,0,0,0,0,0,0
A2.5-43,USA-1933,2,1-Jan-43,31-Dec-43,1943,11,12,0,61,0,0,0,0,0,0
A2.5-43,USA-1933,2,1-Jan-44,31-Dec-44,1944,12,13,0,62,0,0,0,0,0,0
A2.5-43,USA-1933,2,1-Jan-45,12-Apr-45,1945,12,13,1,63,0,0,0,0,0,0
A2.5-46,USA-1945,2,12-Apr-45,31-Dec-45,1945,1,2,0,61,0,0,0,0,0,0
A2.5-46,USA-1945,2,1-Jan-46,31-Dec-46,1946,2,3,0,62,0,0,0,0,0,0
A2.5-46,USA-1945,2,1-Jan-47,31-Dec-47,1947,3,4,0,63,0,0,0,0,0,0
A2.5-46,USA-1945,2,1-Jan-48,31-Dec-48,1948,4,5,0,64,0,0,0,0,0,0
A2.5-46,USA-1945,2,1-Jan-49,31-Dec-49,1949,5,6,0,65,0,0,0,0,0,0
A2.5-46,USA-1945,2,1-Jan-50,31-Dec-50,1950,6,7,0,66,0,0,0,0,0,0
A2.5-46,USA-1945,2,1-Jan-51,31-Dec-51,1951,7,8,0,67,0,0,0,0,0,0
A2.5-46,USA-1945,2,1-Jan-52,31-Dec-52,1952,8,9,0,68,0,0,0,0,0,0
A2.5-46,USA-1945,2,1-Jan-53,20-Jan-53,1953,8,9,1,69,0,0,0,0,0,0
A2.5-49,USA-1953,2,20-Jan-53,31-Dec-53,1953,1,2,0,63,0,0,0,0,0,0
A2.5-49,USA-1953,2,1-Jan-54,31-Dec-54,1954,2,3,0,64,0,0,0,0,0,0
A2.5-49,USA-1953,2,1-Jan-55,31-Dec-55,1955,3,4,0,65,0,0,0,0,0,0
A2.5-49,USA-1953,2,1-Jan-56,31-Dec-56,1956,4,5,0,66,0,0,0,0,0,0
A2.5-49,USA-1953,2,1-Jan-57,31-Dec-57,1957,5,6,0,67,0,0,0,0,0,0
A2.5-49,USA-1953,2,1-Jan-58,31-Dec-58,1958,6,7,0,68,0,0,0,0,0,0
A2.5-49,USA-1953,2,1-Jan-59,31-Dec-59,1959,7,8,0,69,0,0,0,0,0,0
A2.5-49,USA-1953,2,1-Jan-60,31-Dec-60,1960,8,9,0,70,0,0,0,0,0,0
A2.5-52,USA-1961,2,20-Jan-61,31-Dec-61,1961,1,2,0,44,0,0,0,0,0,0
A2.5-49,USA-1953,2,1-Jan-61,20-Jan-61,1961,8,9,1,71,0,0,0,0,0,0
A2.5-52,USA-1961,2,1-Jan-62,31-Dec-62,1962,2,3,0,45,0,0,0,0,0,0
A2.5-52,USA-1961,2,1-Jan-63,22-Nov-63,1963,3,4,1,46,0,0,0,0,0,0
A2.5-55,USA-1963,2,22-Nov-63,31-Dec-63,1963,0,1,0,55,0,0,0,0,0,0
A2.5-55,USA-1963,2,1-Jan-64,31-Dec-64,1964,1,2,0,56,0,0,0,0,0,0
A2.5-55,USA-1963,2,1-Jan-65,31-Dec-65,1965,2,3,0,57,0,0,0,0,0,0
A2.5-55,USA-1963,2,1-Jan-66,31-Dec-66,1966,3,4,0,58,0,0,0,0,0,0
A2.5-55,USA-1963,2,1-Jan-67,31-Dec-67,1967,4,5,0,59,0,0,0,0,0,0
A2.5-55,USA-1963,2,1-Jan-68,31-Dec-68,1968,5,6,0,60,0,0,0,0,0,0
A2.5-55,USA-1963,2,1-Jan-69,20-Jan-69,1969,5,6,1,61,0,0,0,0,0,0
A2.5-58,USA-1969,2,20-Jan-69,31-Dec-69,1969,1,2,0,56,0,0,0,0,0,0
A2.5-58,USA-1969,2,1-Jan-70,31-Dec-70,1970,2,3,0,57,0,0,0,0,0,0
A2.5-58,USA-1969,2,1-Jan-71,31-Dec-71,1971,3,4,0,58,0,0,0,0,0,0
A2.5-58,USA-1969,2,1-Jan-72,31-Dec-72,1972,4,5,0,59,0,0,0,0,0,0
A2.5-58,USA-1969,2,1-Jan-73,31-Dec-73,1973,5,6,0,60,0,0,0,0,0,0
A2.5-61,USA-1974,2,9-Aug-74,31-Dec-74,1974,0,1,0,61,0,0,0,0,0,0
A2.5-58,USA-1969,2,1-Jan-74,9-Aug-74,1974,6,7,1,61,0,0,0,0,0,0
A2.5-61,USA-1974,2,1-Jan-75,31-Dec-75,1975,1,2,0,62,0,0,0,0,0,0
A2.5-61,USA-1974,2,1-Jan-76,31-Dec-76,1976,2,3,0,63,0,0,0,0,0,0
A2.5-61,USA-1974,2,1-Jan-77,20-Jan-77,1977,2,3,1,64,0,0,0,0,0,0
A2.5-64,USA-1977,2,20-Jan-77,31-Dec-77,1977,1,2,0,53,0,0,0,0,0,0
A2.5-64,USA-1977,2,1-Jan-78,31-Dec-78,1978,2,3,0,54,0,0,0,0,0,0
A2.5-64,USA-1977,2,1-Jan-79,31-Dec-79,1979,3,4,0,55,0,0,0,0,0,0
A2.5-64,USA-1977,2,1-Jan-80,31-Dec-80,1980,4,5,0,56,0,0,0,0,0,0
A2.5-67,USA-1981,2,20-Jan-81,31-Dec-81,1981,1,2,0,70,0,0,0,0,0,0
A2.5-64,USA-1977,2,1-Jan-81,20-Jan-81,1981,4,5,1,57,0,0,0,0,0,0
A2.5-67,USA-1981,2,1-Jan-82,31-Dec-82,1982,2,3,0,71,0,0,0,0,0,0
A2.5-67,USA-1981,2,1-Jan-83,31-Dec-83,1983,3,4,0,72,0,0,0,0,0,0
A2.5-67,USA-1981,2,1-Jan-84,31-Dec-84,1984,4,5,0,73,0,0,0,0,0,0
A2.5-67,USA-1981,2,1-Jan-85,31-Dec-85,1985,5,6,0,74,0,0,0,0,0,0
A2.5-67,USA-1981,2,1-Jan-86,31-Dec-86,1986,6,7,0,75,0,0,0,0,0,0
A2.5-67,USA-1981,2,1-Jan-87,31-Dec-87,1987,7,8,0,76,0,0,0,0,0,0
A2.5-67,USA-1981,2,1-Jan-88,31-Dec-88,1988,8,9,0,77,0,0,0,0,0,0
A2.5-70,USA-1989,2,20-Jan-89,31-Dec-89,1989,1,2,0,65,0,0,0,0,0,0
A2.5-67,USA-1981,2,1-Jan-89,20-Jan-89,1989,8,9,1,78,0,0,0,0,0,0
A2.5-70,USA-1989,2,1-Jan-90,31-Dec-90,1990,2,3,0,66,0,0,0,0,0,0
A2.5-70,USA-1989,2,1-Jan-91,31-Dec-91,1991,3,4,0,67,0,0,0,0,0,0
A2.5-70,USA-1989,2,1-Jan-92,31-Dec-92,1992,4,5,0,68,0,0,0,0,0,0
A2.5-73,USA-1993,2,20-Jan-93,31-Dec-93,1993,1,2,0,47,0,0,0,0,0,0
A2.5-70,USA-1989,2,1-Jan-93,20-Jan-93,1993,4,5,1,69,0,0,0,0,0,0
A2.5-73,USA-1993,2,1-Jan-94,31-Dec-94,1994,2,3,0,48,0,0,0,0,0,0
A2.5-73,USA-1993,2,1-Jan-95,31-Dec-95,1995,3,4,0,49,0,0,0,0,0,0
A2.5-73,USA-1993,2,1-Jan-96,31-Dec-96,1996,4,5,0,50,0,0,0,0,0,0
A2.5-73,USA-1993,2,1-Jan-97,31-Dec-97,1997,5,6,0,51,0,0,0,0,0,0
A2.5-73,USA-1993,2,1-Jan-98,31-Dec-98,1998,6,7,0,52,0,0,0,0,0,0
A2.5-73,USA-1993,2,1-Jan-99,31-Dec-99,1999,7,8,0,53,0,0,0,0,0,0
A2.5-73,USA-1993,2,1-Jan-00,31-Dec-00,2000,8,9,0,54,0,0,0,0,0,0
A2.5-76,USA-2001,2,21-Jan-01,31-Dec-01,2001,1,2,0,55,0,0,0,0,0,0
A2.5-73,USA-1993,2,1-Jan-01,20-Jan-01,2001,8,9,1,55,0,0,0,0,0,0
A2.5-76,USA-2001,2,1-Jan-02,31-Dec-02,2002,2,3,0,56,0,0,0,0,0,0
A2.5-76,USA-2001,2,1-Jan-03,31-Dec-03,2003,3,4,0,57,0,0,0,0,0,0
A2.5-76,USA-2001,2,1-Jan-04,31-Dec-04,2004,4,5,0,58,0,0,0,0,0,0
A2.5-79,CAN-1873,20,07nov1873,31dec1873,1873,0,1,0,51,0,0,0,0,0,0
A2.5-79,CAN-1873,20,01jan1874,31dec1874,1874,1,2,0,52,0,0,0,0,0,0
A2.5-79,CAN-1873,20,01jan1875,31dec1875,1875,2,3,0,53,0,0,0,0,0,0
A2.5-79,CAN-1873,20,01jan1876,31dec1876,1876,3,4,0,54,0,0,0,0,0,0
A2.5-79,CAN-1873,20,01jan1877,31dec1877,1877,4,5,0,55,0,0,0,0,0,0
A2.5-82,CAN-1878,20,17oct1878,31dec1878,1878,0,1,0,63,0,0,0,0,0,0
A2.5-79,CAN-1873,20,01jan1878,17oct1878,1878,5,6,1,56,0,0,0,0,0,0
A2.5-82,CAN-1878,20,01jan1879,31dec1879,1879,1,2,0,64,0,0,0,0,0,0
A2.5-82,CAN-1878,20,01jan1880,31dec1880,1880,2,3,0,65,0,0,0,0,0,0
A2.5-82,CAN-1878,20,01jan1881,31dec1881,1881,3,4,0,66,0,0,0,0,0,0
A2.5-82,CAN-1878,20,01jan1882,31dec1882,1882,4,5,0,67,0,0,0,0,0,0
A2.5-82,CAN-1878,20,01jan1883,31dec1883,1883,5,6,0,68,0,0,0,0,0,0
A2.5-82,CAN-1878,20,01jan1884,31dec1884,1884,6,7,0,69,0,0,0,0,0,0
A2.5-82,CAN-1878,20,01jan1885,31dec1885,1885,7,8,0,70,0,0,0,0,0,0
A2.5-82,CAN-1878,20,01jan1886,31dec1886,1886,8,9,0,71,0,0,0,0,0,0
A2.5-82,CAN-1878,20,01jan1887,31dec1887,1887,9,10,0,72,0,0,0,0,0,0
A2.5-82,CAN-1878,20,01jan1888,31dec1888,1888,10,11,0,73,0,0,0,0,0,0
A2.5-82,CAN-1878,20,01jan1889,31dec1889,1889,11,12,0,74,0,0,0,0,0,0
A2.5-82,CAN-1878,20,01jan1890,31dec1890,1890,12,13,0,75,0,0,0,0,0,0
A2.5-82,CAN-1878,20,01jan1891,06jun1891,1891,13,14,1,76,0,0,0,0,0,0
A2.5-85,CAN-1891,20,16jun1891,31dec1891,1891,1,2,0,70,0,0,0,0,0,0
A2.5-85,CAN-1891,20,01jan1892,05dec1892,1892,1,2,1,71,0,0,0,0,0,0
A2.5-88,CAN-1892,20,05dec1892,31dec1892,1892,0,1,0,47,0,0,0,0,0,0
A2.5-88,CAN-1892,20,01jan1893,31dec1893,1893,1,2,0,48,0,0,0,0,0,0
A2.5-88,CAN-1892,20,01jan1894,12dec1894,1894,2,3,1,49,0,0,0,0,0,0
A2.5-91,CAN-1894,20,21dec1894,31dec1894,1894,0,1,0,71,0,0,0,0,0,0
A2.5-91,CAN-1894,20,01jan1895,31dec1895,1895,1,2,0,72,0,0,0,0,0,0
A2.5-91,CAN-1894,20,01jan1896,01may1896,1896,1,2,1,73,0,0,0,0,0,0
A2.5-97,CAN-1896-2,20,11jul1896,31dec1896,1896,0,1,0,55,0,0,0,0,0,0
A2.5-94,CAN-1896-1,20,01may1896,11jul1896,1896,0,1,1,75,0,0,0,0,0,0
A2.5-97,CAN-1896-2,20,01jan1897,31dec1897,1897,1,2,0,56,0,0,0,0,0,0
A2.5-97,CAN-1896-2,20,01jan1898,31dec1898,1898,2,3,0,57,0,0,0,0,0,0
A2.5-97,CAN-1896-2,20,01jan1899,31dec1899,1899,3,4,0,58,0,0,0,0,0,0
A2.5-97,CAN-1896-2,20,1-Jan-00,31-Dec-00,1900,4,5,0,59,0,0,0,0,0,0
A2.5-97,CAN-1896-2,20,1-Jan-01,31-Dec-01,1901,5,6,0,60,0,0,0,0,0,0
A2.5-97,CAN-1896-2,20,1-Jan-02,31-Dec-02,1902,6,7,0,61,0,0,0,0,0,0
A2.5-97,CAN-1896-2,20,1-Jan-03,31-Dec-03,1903,7,8,0,62,0,0,0,0,0,0
A2.5-97,CAN-1896-2,20,1-Jan-04,31-Dec-04,1904,8,9,0,63,0,0,0,0,0,0
A2.5-97,CAN-1896-2,20,1-Jan-05,31-Dec-05,1905,9,10,0,64,0,0,0,0,0,0
A2.5-97,CAN-1896-2,20,1-Jan-06,31-Dec-06,1906,10,11,0,65,0,0,0,0,0,0
A2.5-97,CAN-1896-2,20,1-Jan-07,31-Dec-07,1907,11,12,0,66,0,0,0,0,0,0
A2.5-97,CAN-1896-2,20,1-Jan-08,31-Dec-08,1908,12,13,0,67,0,0,0,0,0,0
A2.5-97,CAN-1896-2,20,1-Jan-09,31-Dec-09,1909,13,14,0,68,0,0,0,0,0,0
A2.5-97,CAN-1896-2,20,1-Jan-10,31-Dec-10,1910,14,15,0,69,0,0,0,0,0,0
A2.5-100,CAN-1911,20,10-Oct-11,31-Dec-11,1911,0,1,0,57,0,0,0,0,0,0
A2.5-97,CAN-1896-2,20,1-Jan-11,10-Oct-11,1911,15,16,1,70,0,0,0,0,0,0
A2.5-100,CAN-1911,20,1-Jan-12,31-Dec-12,1912,1,2,0,58,0,0,0,0,0,0
A2.5-100,CAN-1911,20,1-Jan-13,31-Dec-13,1913,2,3,0,59,0,0,0,0,0,0
A2.5-100,CAN-1911,20,1-Jan-14,31-Dec-14,1914,3,4,0,60,0,0,0,0,0,0
A2.5-100,CAN-1911,20,1-Jan-15,31-Dec-15,1915,4,5,0,61,0,0,0,0,0,0
A2.5-100,CAN-1911,20,1-Jan-16,31-Dec-16,1916,5,6,0,62,0,0,0,0,0,0
A2.5-100,CAN-1911,20,1-Jan-17,31-Dec-17,1917,6,7,0,63,0,0,0,0,0,0
A2.5-100,CAN-1911,20,1-Jan-18,31-Dec-18,1918,7,8,0,64,0,0,0,0,0,0
A2.5-100,CAN-1911,20,1-Jan-19,31-Dec-19,1919,8,9,0,65,0,0,0,0,0,0
A2.5-100,CAN-1911,20,1-Jan-20,10-Jun-20,1920,9,10,1,66,0,0,0,0,0,0
A2.5-103,CAN-1920,20,10-Jul-20,31-Dec-20,1920,0,1,0,46,0,0,0,0,0,0
A2.5-103,CAN-1920,20,1-Jan-21,29-Dec-21,1921,1,2,1,47,0,0,0,0,0,0
A2.5-106,CAN-1921,20,29-Dec-21,31-Dec-21,1921,0,1,0,47,0,0,0,0,0,0
A2.5-106,CAN-1921,20,1-Jan-22,31-Dec-22,1922,1,2,0,48,0,0,0,0,0,0
A2.5-106,CAN-1921,20,1-Jan-23,31-Dec-23,1923,2,3,0,49,0,0,0,0,0,0
A2.5-106,CAN-1921,20,1-Jan-24,31-Dec-24,1924,3,4,0,50,0,0,0,0,0,0
A2.5-106,CAN-1921,20,1-Jan-25,31-Dec-25,1925,4,5,0,51,0,0,0,0,0,0
A2.5-112,CAN-1926-2,20,25-Sep-26,31-Dec-26,1926,0,1,0,52,0,0,0,0,0,0
A2.5-106,CAN-1921,20,1-Jan-26,28-Jun-26,1926,4,5,1,52,0,0,0,0,0,0
A2.5-109,CAN-1926-1,20,29-Jun-26,25-Sep-26,1926,0,1,1,52,0,0,0,0,0,0
A2.5-112,CAN-1926-2,20,1-Jan-27,31-Dec-27,1927,1,2,0,53,0,0,0,0,0,0
A2.5-112,CAN-1926-2,20,1-Jan-28,31-Dec-28,1928,2,3,0,54,0,0,0,0,0,0
A2.5-112,CAN-1926-2,20,1-Jan-29,31-Dec-29,1929,3,4,0,55,0,0,0,0,0,0
A2.5-115,CAN-1930,20,7-Aug-30,31-Dec-30,1930,0,1,0,60,0,0,0,0,0,0
A2.5-112,CAN-1926-2,20,1-Jan-30,7-Aug-30,1930,4,5,1,56,0,0,0,0,0,0
A2.5-115,CAN-1930,20,1-Jan-31,31-Dec-31,1931,1,2,0,61,0,0,0,0,0,0
A2.5-115,CAN-1930,20,1-Jan-32,31-Dec-32,1932,2,3,0,62,0,0,0,0,0,0
A2.5-115,CAN-1930,20,1-Jan-33,31-Dec-33,1933,3,4,0,63,0,0,0,0,0,0
A2.5-115,CAN-1930,20,1-Jan-34,31-Dec-34,1934,4,5,0,64,0,0,0,0,0,0
A2.5-115,CAN-1930,20,1-Jan-35,23-Oct-35,1935,5,6,1,65,0,0,0,0,0,0
A2.5-118,CAN-1935,20,23-Oct-35,31-Dec-35,1935,0,1,0,61,0,0,0,0,0,0
A2.5-118,CAN-1935,20,1-Jan-36,31-Dec-36,1936,1,2,0,62,0,0,0,0,0,0
A2.5-118,CAN-1935,20,1-Jan-37,31-Dec-37,1937,2,3,0,63,0,0,0,0,0,0
A2.5-118,CAN-1935,20,1-Jan-38,31-Dec-38,1938,3,4,0,64,0,0,0,0,0,0
A2.5-118,CAN-1935,20,1-Jan-39,31-Dec-39,1939,4,5,0,65,0,0,0,0,0,0
A2.5-118,CAN-1935,20,1-Jan-40,31-Dec-40,1940,5,6,0,66,0,0,0,0,0,0
A2.5-118,CAN-1935,20,1-Jan-41,31-Dec-41,1941,6,7,0,67,0,0,0,0,0,0
A2.5-118,CAN-1935,20,1-Jan-42,31-Dec-42,1942,7,8,0,68,0,0,0,0,0,0
A2.5-118,CAN-1935,20,1-Jan-43,31-Dec-43,1943,8,9,0,69,0,0,0,0,0,0
A2.5-118,CAN-1935,20,1-Jan-44,31-Dec-44,1944,9,10,0,70,0,0,0,0,0,0
A2.5-118,CAN-1935,20,1-Jan-45,31-Dec-45,1945,10,11,0,71,0,0,0,0,0,0
A2.5-118,CAN-1935,20,1-Jan-46,31-Dec-46,1946,11,12,0,72,0,0,0,0,0,0
A2.5-118,CAN-1935,20,1-Jan-47,31-Dec-47,1947,12,13,0,73,0,0,0,0,0,0
A2.5-118,CAN-1935,20,1-Jan-48,15-Nov-48,1948,13,14,1,74,0,0,0,0,0,0
A2.5-121,CAN-1948,20,15-Nov-48,31-Dec-48,1948,0,1,0,66,0,0,0,0,0,0
A2.5-121,CAN-1948,20,1-Jan-49,31-Dec-49,1949,1,2,0,67,0,0,0,0,0,0
A2.5-121,CAN-1948,20,1-Jan-50,31-Dec-50,1950,2,3,0,68,0,0,0,0,0,0
A2.5-121,CAN-1948,20,1-Jan-51,31-Dec-51,1951,3,4,0,69,0,0,0,0,0,0
A2.5-121,CAN-1948,20,1-Jan-52,31-Dec-52,1952,4,5,0,70,0,0,0,0,0,0
A2.5-121,CAN-1948,20,1-Jan-53,31-Dec-53,1953,5,6,0,71,0,0,0,0,0,0
A2.5-121,CAN-1948,20,1-Jan-54,31-Dec-54,1954,6,7,0,72,0,0,0,0,0,0
A2.5-121,CAN-1948,20,1-Jan-55,31-Dec-55,1955,7,8,0,73,0,0,0,0,0,0
A2.5-121,CAN-1948,20,1-Jan-56,31-Dec-56,1956,8,9,0,74,0,0,0,0,0,0
A2.5-121,CAN-1948,20,1-Jan-57,21-Jun-57,1957,9,10,1,75,0,0,0,0,0,0
